587114.98429,4517016.16621,-0.429037
587115.06508,4517016.14915,-0.424939
587115.0505,4517016.13729,-0.387871
587114.8094,4517015.43753,-0.958567
587114.81132,4517015.44331,-0.948091
587114.7564,4517014.94664,-1.80592
587114.76821,4517014.94419,-1.8107
587114.55968,4517014.93124,0.114793
587114.56544,4517014.94026,0.116908
587114.57149,4517014.93433,0.121489
587114.57466,4517014.94094,0.127876
587114.57,4517014.92514,0.150866
587114.56308,4517014.92271,0.174786
587114.89075,4517014.90773,-0.924441
587114.91148,4517014.93878,-0.921022
587114.90245,4517014.90109,-0.942391
587114.91098,4517014.91293,-0.944281
587114.89269,4517014.90172,-0.897479
587114.91825,4517014.9324,-0.916608
587114.91187,4517014.9012,-0.928678
587114.90353,4517014.8987,-0.900077
587114.9277,4517014.9283,-0.916767
587114.9118,4517014.89351,-0.897919
587114.93568,4517014.92723,-0.900215
587114.95142,4517014.92846,-0.911804
587115.02173,4517014.83268,-1.39396
587114.56896,4517014.75846,0.335541
587115.00372,4517014.77668,-1.42848
587114.57328,4517014.74552,0.514998
587114.58044,4517014.72912,0.483313
587114.58003,4517014.73285,0.49517
587114.57683,4517014.73389,0.511919
587114.57139,4517014.69476,0.466887
587114.58317,4517014.7169,0.481714
587114.58603,4517014.72311,0.488537
587114.58831,4517014.72912,0.495821
587114.58304,4517014.72817,0.516282
587114.57725,4517014.72712,0.536804
587114.57632,4517014.73015,0.549718
587114.56873,4517014.67776,0.473951
587114.5823,4517014.69322,0.463363
587114.57683,4517014.69258,0.483448
587114.57435,4517014.69432,0.499019
587114.58062,4517014.70351,0.500091
587114.58948,4517014.71509,0.496892
587114.597,4517014.72569,0.49573
587114.59571,4517014.72821,0.509483
587114.58216,4517014.7205,0.542804
587114.59873,4517014.70843,0.484226
587114.60004,4517014.71335,0.493707
587114.60703,4517014.72324,0.493602
587114.59195,4517014.63309,0.386763
587115.03888,4517014.51509,-1.52539
587114.61264,4517014.56349,0.332072
587115.44091,4517015.53118,0.7203
587115.46155,4517015.51064,0.720952
587115.46338,4517015.51627,0.729377
587115.4333,4517015.4867,0.804726
587115.19649,4517014.08505,-1.96056
587115.20641,4517014.09766,-1.96439
587115.44581,4517015.48216,0.790377
587115.21236,4517014.08946,-1.95651
587115.48546,4517015.47218,0.66393
587115.01032,4517014.84821,0.801971
587115.01206,4517014.83901,0.812703
587115.00418,4517014.83667,0.834958
587114.94113,4517014.67979,0.900167
587115.02886,4517014.76683,0.893794
587114.93174,4517014.64066,0.953205
587115.04187,4517014.77503,0.909291
587114.74239,4517014.05849,0.22149
587114.89867,4517014.4967,0.783767
587114.90148,4517014.50312,0.790493
587114.90884,4517014.5132,0.790049
587114.90586,4517014.49177,0.786432
587114.97032,4517013.80844,-1.0619
587115.07771,4517014.72109,0.849536
587114.98622,4517013.80752,-1.07356
587114.9405,4517014.49596,0.796497
587115.00243,4517013.80702,-1.08565
587114.92156,4517014.46224,0.816245
587114.9396,4517014.48055,0.800285
587114.94551,4517014.48923,0.802195
587114.95225,4517014.49872,0.80311
587114.95583,4517014.50593,0.808257
587116.06237,4517015.96183,0.662565
587114.93077,4517014.45455,0.805476
587114.94057,4517014.46652,0.801477
587114.95585,4517014.48254,0.789509
587114.95695,4517014.48777,0.798611
587114.96276,4517014.49657,0.800824
587114.96598,4517014.50328,0.80681
587114.94557,4517014.45545,0.796555
587114.95076,4517014.46397,0.799629
587114.96242,4517014.47732,0.793034
587114.96865,4517014.4861,0.795005
587114.96865,4517014.49044,0.805624
587114.96381,4517014.46762,0.804604
587114.97412,4517014.47998,0.800047
587115.97576,4517015.76043,0.586232
587116.04887,4517015.91857,0.729717
587114.97753,4517014.46784,0.797685
587114.98224,4517014.47574,0.801414
587114.97961,4517014.4782,0.815709
587114.98549,4517014.46339,0.79927
587114.99021,4517014.47129,0.803
587115.20319,4517014.81444,0.931894
587115.03133,4517013.72581,-1.11699
587115.04209,4517013.73803,-1.12267
587115.05251,4517013.75028,-1.12753
587115.06491,4517013.76367,-1.13618
587114.99113,4517014.45748,0.804093
587115.03497,4517013.71698,-1.10637
587115.04569,4517013.7127,-1.10814
587115.07123,4517013.72324,-1.12308
587115.08353,4517013.71981,-1.1279
587115.08045,4517013.72358,-1.10876
587115.05733,4517013.67585,-1.10515
587115.06487,4517013.68606,-1.10483
587115.07323,4517013.69685,-1.10599
587115.08286,4517013.70861,-1.10977
587115.03873,4517013.60778,-1.16451
587115.06266,4517013.66798,-1.0974
587115.06328,4517013.61172,-1.19158
587115.06088,4517013.6161,-1.17323
587115.06253,4517014.41452,0.774013
587115.08559,4517013.64375,-1.10065
587115.09666,4517013.63944,-1.10325
587115.10015,4517013.64736,-1.09594
587115.10328,4517013.63255,-1.09812
587115.06706,4517014.38676,0.807372
587115.06635,4517014.33851,0.77058
587115.0573,4517014.33645,0.794627
587115.08414,4517014.36593,0.890624
587115.00628,4517014.23604,0.868458
587114.99872,4517014.19769,0.839668
587114.99138,4517014.19713,0.860839
587114.95807,4517014.17794,0.91999
587115.02649,4517014.25412,0.883729
587115.04032,4517014.26842,0.874613
587114.98252,4517014.19897,0.929026
587114.99779,4517014.21414,0.91757
587114.99394,4517014.19698,0.925457
587115.0412,4517014.23523,0.867494
587114.91074,4517013.28235,-0.895674
587115.03658,4517014.2071,0.88997
587115.0331,4517014.19448,0.908137
587115.03035,4517014.18255,0.925126
587115.0699,4517014.23349,0.92092
587114.95348,4517013.39148,-0.615311
587114.94964,4517013.40053,-0.583136
587114.94162,4517013.40142,-0.556121
587114.92964,4517013.40021,-0.522921
587115.0351,4517014.17139,0.920726
587115.03107,4517014.17309,0.936961
587115.05484,4517014.22177,0.976129
587116.29552,4517015.67655,0.526264
587114.95947,4517013.38461,-0.609816
587114.95253,4517013.38617,-0.584803
587114.95677,4517013.39435,-0.579061
587114.95116,4517013.39667,-0.55657
587114.95,4517013.40157,-0.541804
587115.02962,4517014.16205,0.952313
587115.05079,4517014.18157,0.932147
587114.96788,4517013.37909,-0.607863
587114.96714,4517013.38429,-0.593837
587114.96446,4517013.38844,-0.576429
587114.95469,4517013.38858,-0.546649
587114.95739,4517013.39578,-0.538748
587115.5206,4517014.32224,-0.133082
587115.52706,4517014.33178,-0.13076
587115.04903,4517014.17012,0.947936
587115.07642,4517014.19408,0.919122
587114.97883,4517013.36953,-0.623598
587114.9708,4517013.37072,-0.597081
587114.96109,4517013.37065,-0.567204
587114.97225,4517013.38263,-0.573614
587114.9591,4517013.38086,-0.53811
587115.51146,4517014.29464,-0.128312
587115.52029,4517014.30573,-0.12963
587115.06765,4517014.17336,0.93402
587115.05726,4517014.17063,0.959606
587115.04925,4517014.16946,0.981554
587114.98436,4517013.36227,-0.616964
587114.97865,4517013.36471,-0.59417
587114.97088,4517013.36599,-0.568174
587114.96512,4517013.36864,-0.545478
587115.5098,4517014.27715,-0.122822
587115.51993,4517014.28944,-0.126275
587115.0665,4517014.15786,0.938329
587115.05787,4517014.15641,0.961138
587115.04944,4517014.15526,0.983327
587115.06002,4517014.17174,0.989367
587115.07276,4517014.18515,0.981768
587115.07934,4517014.19444,0.982901
587115.08101,4517014.20482,1.00117
587115.08651,4517014.2132,1.00382
587115.0962,4517014.22475,1.00013
587114.99559,4517013.35848,-0.620274
587114.98628,4517013.35901,-0.591635
587114.97785,4517013.35991,-0.564378
587114.97173,4517013.36205,-0.540844
587115.51554,4517014.27019,-0.116807
587115.06758,4517014.14859,0.949824
587115.05211,4517014.14241,0.982142
587115.08006,4517014.18962,1.00486
587115.09162,4517014.20224,0.999077
587115.10074,4517014.2133,0.996353
587115.00066,4517013.35114,-0.612997
587114.98329,4517013.35277,-0.557441
587114.98172,4517013.35738,-0.541936
587115.51989,4517014.26215,-0.108352
587115.04978,4517014.10772,0.946402
587115.04968,4517014.1309,0.998694
587115.10052,4517014.19849,0.999364
587115.10524,4517014.21104,1.01321
587115.52661,4517014.25568,-0.103537
587115.10864,4517014.19859,1.01135
